	userID	Location	Age
22663	258534	mcqueeney, texas, usa	32.0
22664	260771	austin, texas, usa	63.0
22665	261829	fpo, ap, usa	32.0
22666	262399	glen allen, virginia, usa	48.0
22667	267635	bartlesville, oklahoma, usa	69.0
22668	269344	huron, south dakota, usa	
22669	271119	charleston, south carolina, usa	48.0
22670	271284	alexandria, virginia, usa	50.0
22671	271538	alexandria, virginia, usa	23.0
22672	272890	farmingdale, new york, usa	
22673	273110	arco, ,	51.0
22674	274004	sydenham, london, england, united kingdom	41.0
22675	274308	delray beach, florida, usa	33.0
22676	276641	porto, porto, portugal	25.0
22677	1585	albuquerque, new mexico, usa	29.0
22678	32440	dunedin, otago, new zealand	
22679	78783	chantilly, virginia, usa	49.0
22680	80810	warrensburg, missouri, usa	33.0
22681	114865	croydon, victoria, australia	97.0
22682	135895	holt, florida, usa	
22683	151991	zeist, utrecht, netherlands	39.0
22684	227654	wellington, wellington, new zealand	
22685	244915	lexington, north carolina, usa	49.0
22686	274325	amsterdam, n/a, netherlands	51.0
22687	1589	clio, michigan,	50.0
22688	6772	calgary, ,	
22689	20126	batavia, ohio, usa	44.0
22690	23768	st. louis, missouri, usa	45.0
22691	47316	comanche, texas, usa	
22692	75546	watertown, new york, usa	
22693	91832	miami, florida, usa	
22694	110934	kirkland, washington, usa	46.0
22695	114414	edinburg, texas, usa	27.0
22696	235105	st louis, missouri, usa	46.0
22697	271284	alexandria, virginia, usa	50.0
22698	273086	chicago, illinois, usa	33.0
22699	278137	san antonio, texas, usa	27.0
22700	1596	jackson, tennessee, usa	51.0
22701	7887	altoona, pennsylvania, usa	23.0
22702	11676	n/a, n/a, n/a	
22703	32195	fall river, massachusetts, usa	
22704	35859	duluth, minnesota, usa	
22705	40415	san francisco, california, usa	34.0
22706	50141	minneapolis, minnesota, usa	58.0
22707	63243	ottawa, ontario, canada	33.0
22708	68249	la crosse, wisconsin, usa	50.0
22709	69355	syracuse, new york, usa	
22710	94376	carrollton, kentucky, usa	16.0
22711	97968	franklinton, north carolina, usa	53.0
22712	98499	toronto, ontario, canada	
22713	110615	sherman oaks, california, usa	
22714	112914	alameda, california, usa	
22715	116428	pickering, ontario, canada	47.0
22716	117092	mississauga, ontario, canada	53.0
22717	135149	ft. pierce, florida, usa	
22718	155807	santa barbara, california, usa	54.0
22719	172708	onalaska, wisconsin, usa	31.0
22720	174140	new cumberland, pennsylvania, usa	23.0
22721	181176	st. louis, missouri, usa	43.0
22722	184299	omaha, nebraska, usa	31.0
22723	192906	freeland, washington, usa	
22724	199515	la cienega, new mexico, usa	44.0
22725	204864	simi valley, california, usa	47.0
22726	206635	mountain view, california, usa	31.0
22727	225810	el cajon, california, usa	56.0
22728	230249	glen rock, pennsylvania, usa	
22729	232131	oakland, california, usa	
22730	236283	orlando, florida, usa	41.0
22731	266056	hoover, alabama, usa	47.0
22732	1597	west columbia, texas, usa	23.0
22733	16634	little rock, arkansas, usa	42.0
22734	22310	antwerp, antwerp, belgium	53.0
22735	33818	winnipeg, manitoba, canada	29.0
22736	39646	fairless hills, pennsylvania, usa	35.0
22737	44728	florence, alabama, usa	31.0
22738	51883	jasper, missouri, usa	31.0
22739	55492	antioch, illinois, usa	43.0
22740	59172	owen sound, ontario, canada	36.0
22741	63997	rapid city, south dakota, usa	36.0
22742	69658	bakersfield, california, usa	39.0
22743	69697	west sacramento, california, usa	24.0
22744	76352	olympia, washington, usa	58.0
22745	83034	fairbanks, alaska, usa	
22746	87141	huntington beach, california, usa	
22747	95359	charleston, west virginia, usa	33.0
22748	97874	n/a, british columbia, canada	
22749	98758	calgary, alberta, canada	25.0
22750	111084	bakersfield, california, usa	
22751	123261	south orange, new jersey, usa	41.0
22752	125692	elmira, new york, usa	28.0
22753	138045	carrollton, texas, usa	
22754	145431	lake forest, florida, usa	33.0
22755	147847	greenville, illinois, usa	
22756	148798	webster, florida, usa	54.0
22757	149061	poolesville, maryland, usa	
22758	150124	york, nebraska, usa	30.0
22759	152514	san diego, california, usa	61.0
22760	153563	muncie, indiana, usa	
22761	157799	heemstede, noord holland, netherlands	42.0
22762	172030	rainsville, alabama, usa	30.0
22763	176903	irving, texas, usa	24.0
22764	179744	manchester, connecticut, usa	26.0
22765	182879	valley center, california, usa	32.0
22766	185233	winnemucca, nevada, usa	31.0
22767	198711	little canada, minnesota, usa	62.0
22768	200110	downers grove, illinois, usa	
22769	200674	pittsburg, missouri, usa	58.0
22770	206534	evanston, illinois, usa	
22771	217375	st. petersburg, florida, usa	35.0
22772	219683	santa ana, california, usa	32.0
22773	223501	santa cruz, california, usa	
22774	225087	toronto, ontario, canada	51.0
22775	225763	san francisco, california, usa	
22776	229757	diemen, noord-holland, netherlands	24.0
22777	235688	regina, saskatchewan, canada	35.0
22778	240567	hawthorne, new jersey, usa	33.0
22779	240568	elk  city, oklahoma, usa	34.0
22780	242646	ft myers beach, florida, usa	
22781	245257	flint, michigan, usa	32.0
22782	249628	whitney, texas, usa	51.0
22783	254481	gallatin, tennessee, usa	25.0
22784	256407	florissant, missouri, usa	58.0
22785	259078	fairbanks, alaska, usa	49.0
22786	267227	marietta, georgia, usa	
22787	274308	delray beach, florida, usa	33.0
22788	274823	austin, texas, usa	
22789	1608	collingswood, new jersey, usa	27.0
22790	4157	birmingham, alabama, usa	39.0
22791	4938	charleston, south carolina, usa	30.0
22792	8936	elizabeth city, north carolina, usa	18.0
22793	11676	n/a, n/a, n/a	
22794	15819	grapevine, texas, usa	
22795	16795	mechanicsville, maryland, usa	47.0
22796	23364	bisbee, arizona, usa	49.0
22797	26385	surrey, british columbia, canada	30.0
22798	26535	hickory, mississippi, usa	41.0
22799	28204	south ohio, nova scotia, canada	61.0
22800	30533	charleston, south carolina, usa	
22801	35859	duluth, minnesota, usa	
22802	41558	douglas, arizona, usa	19.0
22803	41701	bordeaux, aquitaine, france	25.0
22804	48494	lemon grove, california, usa	51.0
22805	51252	yucca valley, california, usa	
22806	55492	antioch, illinois, usa	43.0
22807	56959	monroe twp., new jersey, usa	52.0
22808	70065	winnipeg, manitoba, canada	19.0
22809	71662	columbia, missouri, usa	22.0
22810	82511	firenze, toscana, italy	
22811	87820	aloha, oregon, usa	49.0
22812	88733	houston, texas, usa	
22813	93363	farmington hills, michigan, usa	30.0
22814	95359	charleston, west virginia, usa	33.0
22815	95991	santa ana, california, usa	28.0
22816	104636	youngstown, ohio, usa	
22817	123095	hollywood, maryland, usa	
22818	124597	brights grove, ontario, canada	38.0
22819	126814	west chester, ohio, usa	32.0
22820	129074	marietta, georgia, usa	51.0
22821	134694	spring, texas, usa	42.0
22822	136205	crest hill, illinois, usa	39.0
22823	148744	campbellsport, wisconsin, usa	67.0
22824	151143	deming, new mexico, usa	
22825	154730	encinitas, california, usa	42.0
22826	159040	federal way, washington, usa	14.0
22827	159440	lille, nord, france	27.0
22828	162219	ottawa, ontario, canada	42.0
22829	162983	warner robins, georgia, usa	63.0
22830	171118	toronto, ontario, canada	47.0
22831	174892	milford, connecticut,	
22832	179718	leroy, ,	39.0
22833	182085	ginsheim, hessen, germany	
22834	185233	winnemucca, nevada, usa	31.0
22835	194669	savannah, georgia, usa	46.0
22836	200674	pittsburg, missouri, usa	58.0
22837	202885	lacey, washington, usa	62.0
22838	207499	las cruces, new mexico, usa	
22839	213238	portland, oregon, usa	
22840	225810	el cajon, california, usa	56.0
22841	226965	clemson, south carolina, usa	47.0
22842	227447	kelseyville, california, usa	38.0
22843	228998	lincoln, nebraska, usa	41.0
22844	232131	oakland, california, usa	
22845	233050	rignano sull`arno, toscana, italy	
22846	234597	firenze, toscana, italy	
22847	236959	st. louis, missouri, usa	35.0
22848	245963	saint louis, missouri, usa	
22849	249223	erdenheim, pennsylvania, usa	
22850	251613	sonoma, california, usa	34.0
22851	251698	st. paul, minnesota, usa	103.0
22852	252491	north vancouver, british columbia, canada	29.0
22853	254899	browns mills, new jersey, usa	54.0
22854	256407	florissant, missouri, usa	58.0
22855	257204	akron, ohio, usa	32.0
22856	258185	livermore, maine, usa	37.0
22857	261829	fpo, ap, usa	32.0
22858	268171	silver spring, maryland, usa	35.0
22859	275806	milpitas, california, usa	38.0
22860	1615	vienna, n/a, austria	30.0
22861	1616	marietta, georgia, usa	
22862	35859	duluth, minnesota, usa	
22863	124942	olympia, washington, usa	
22864	134279	rochester, new hampshire, usa	
22865	251400	newtown square, pennsylvania, usa	
22866	277892	loveland, colorado, usa	52.0
22867	1424	north avoca, new south wales, australia	
22868	1652	new york, new york, usa	
22869	7999	vermilion, alberta, canada	36.0
22870	11676	n/a, n/a, n/a	
22871	11944	santo tirso, porto, portugal	21.0
22872	16492	east hartford, connecticut, usa	43.0
22873	23180	berkeley, california, usa	28.0
22874	25410	essexville, michigan, usa	
22875	33193	indianapolis, indiana, usa	
22876	34736	brookfield, wisconsin, usa	42.0
22877	36973	new york, new york, usa	
22878	41841	sherwood park, alberta, canada	
22879	62348	media, pennsylvania, usa	67.0
22880	73681	almada, setúbal, portugal	27.0
22881	80234	riverdale, illinois, usa	
22882	89761	bologna, emilia romagna, italy	54.0
22883	94209	victoria, british columbia, canada	25.0
22884	100066	houston, texas, usa	26.0
22885	104604	vancouver, bc, canada	36.0
22886	106988	san diego, california, usa	52.0
22887	145222	fulton, missouri, usa	40.0
22888	147224	mechanicsburg, pennsylvania, usa	41.0
22889	155807	santa barbara, california, usa	54.0
22890	158226	oslo, oslo, norway	26.0
22891	170229	chicago, illinois, usa	56.0
22892	187145	grapeview, washington, usa	65.0
22893	189334	ottawa, ontario, canada	49.0
22894	191448	lakeland, florida, usa	
22895	204864	simi valley, california, usa	47.0
22896	208674	olympia, washington, usa	66.0
22897	213354	lakeland, florida, usa	32.0
22898	223066	ottawa, ontario, canada	51.0
22899	235498	lisboa, lisboa, portugal	42.0
22900	236621	cary, north carolina, usa	
22901	270020	houston, texas, usa	
22902	1652	new york, new york, usa	
22903	11601	brooklyn, new york, usa	
22904	12100	quezon city, national capital region, philippines	26.0
22905	15408	cary, north carolina, usa	34.0
22906	62891	hi nella, new jersey, usa	27.0
22907	87746	wallingford, connecticut, usa	52.0
22908	87974	fort worth, texas, usa	25.0
22909	100906	seattle, washington, usa	34.0
22910	106388	sarasota, florida, usa	27.0
22911	111657	denver, colorado, usa	35.0
22912	126604	north reading, massachusetts, usa	27.0
22913	129399	encinitas, california, usa	
22914	129716	tallahassee, florida, usa	30.0
22915	137688	medford, new york, usa	46.0
22916	154346	cotati, ,	24.0
22917	158254	asheville, north carolina, usa	28.0
22918	170229	chicago, illinois, usa	56.0
22919	187145	grapeview, washington, usa	65.0
22920	202963	carrboro, north carolina, usa	32.0
22921	209817	pittsburgh, pennsylvania, usa	27.0
22922	210761	austin, texas, usa	
22923	211919	jacksonville, florida, usa	38.0
22924	217705	nelson, british columbia, canada	
22925	222296	chapel hill, north carolina, usa	
22926	239594	leuven, vlaams-brabant, belgium	28.0
22927	244761	santa rosa, california, usa	
22928	245295	puchong, selangor, malaysia	24.0
22929	258011	sydney, new south wales, australia	29.0
22930	278418	omaha, nebraska, usa	
22931	1435	st. louis, missouri, usa	36.0
22932	1660	fort worth, texas, usa	
22933	2010	colfax, illinois, usa	
22934	6884	north liberty, indiana, usa	25.0
22935	7983	longview, washington, usa	26.0
22936	9047	douglas, massachusetts, usa	54.0
22937	11120	kerava, uusimaa, finland	58.0
22938	11601	brooklyn, new york, usa	
22939	11676	n/a, n/a, n/a	
22940	12538	byron, minnesota, usa	18.0
22941	12824	long beach, california, usa	18.0
22942	14897	shiki, saitama, japan	24.0
22943	18822	baldwinsville, new york, usa	
22944	19085	menomonie, wisconsin, usa	60.0
22945	19336	leavenworth, kansas, usa	
22946	23768	st. louis, missouri, usa	45.0
22947	26540	jacksonville, florida, usa	
22948	27140	baltimore, maryland, usa	49.0
22949	28177	grand rapids, michigan, usa	26.0
22950	28634	bad axe, michigan, usa	28.0
22951	29915	fullerton, california, usa	38.0
22952	30824	saint paul, minnesota, usa	45.0
22953	31826	jasper, missouri, usa	54.0
22954	34233	baker city, oregon, usa	25.0
22955	35085	graham, washington, usa	42.0
22956	35859	duluth, minnesota, usa	
22957	36817	south hadley, massachusetts, usa	29.0
22958	36836	raleigh, north carolina, usa	56.0
22959	37106	virginia beach, virginia, usa	
22960	37567	medway, kent, united kingdom	36.0
22961	37967	beaufort, south carolina, usa	78.0
22962	39616	las vegas, nevada, usa	38.0
22963	39646	fairless hills, pennsylvania, usa	35.0
22964	40889	brainerd, minnesota, usa	37.0
22965	43246	toronto, ontario, canada	36.0
22966	43842	tucson, ,	
22967	45165	gorgetown, penang, malaysia	13.0
22968	46099	toronto, ontario, canada	19.0
22969	47594	scottsdale, arizona, usa	52.0
22970	49109	west jordan, utah, usa	38.0
22971	50225	fresno, california, usa	
22972	52060	ottawa, ontario, canada	38.0
22973	53220	fullerton, california, usa	36.0
22974	53614	barreiro, barreiro, portugal	30.0
22975	55607	washington, dc, usa	
22976	58768	cold lake, alberta, canada	35.0
22977	60177	niskayuna, new york, usa	51.0
22978	63358	omaha, nebraska, usa	54.0
22979	67591	edmonton, alberta,	
22980	69042	drayton valley, alberta, canada	55.0
22981	71712	valley center, kansas, usa	26.0
22982	73020	st. charles, missouri, usa	
22983	73394	san diego, california, usa	33.0
22984	75585	salt lake city, utah, usa	38.0
22985	75787	phoenix, arizona, usa	
22986	76352	olympia, washington, usa	58.0
22987	76818	little rock, arkansas, usa	49.0
22988	79726	brooklin, ontario, canada	17.0
22989	81771	sacramento, california, usa	37.0
22990	85656	cottage grove, oregon, usa	41.0
22991	87555	lexington, kentucky, usa	31.0
22992	89551	colorado springs, colorado, usa	29.0
22993	89602	honolulu, hawaii, usa	
22994	89922	hayden, idaho, usa	32.0
22995	90049	victoria, british columbia, canada	30.0
22996	92156	peoria, illinois, usa	
22997	95741	guelph, ontario, canada	29.0
22998	95932	manchester, new hampshire, usa	36.0
22999	98758	calgary, alberta, canada	25.0
23000	98904	billings, montana, usa	28.0
23001	103387	eureka, illinois, usa	46.0
23002	104240	saint charles, missouri, usa	
23003	105054	edmonton, alberta, canada	29.0
23004	105108	st. louis, missouri, usa	35.0
23005	106007	santa rosa, california, usa	29.0
23006	106849	dunkirk, indiana, usa	39.0
23007	107889	davenport, iowa, usa	
23008	108285	appleton, wisconsin, usa	22.0
23009	108405	irvine, ,	49.0
23010	108700	orlando, florida, usa	49.0
23011	109574	edmonton, alberta, canada	50.0
23012	109901	sydney, new south wales, australia	59.0
23013	112001	barren springs, virginia, usa	43.0
23014	113049	san jose, california, usa	
23015	113140	virginia beach, virginia, usa	61.0
23016	113700	salem, west virginia, usa	58.0
23017	115224	miami, florida, usa	25.0
23018	116521	bakersfield, california, usa	25.0
23019	117495	sheldon, illinois, usa	50.0
23020	119575	north vancouver, british columbia, canada	30.0
23021	119963	ingersoll, ontario, canada	
23022	120093	merrick, acworth, new york, georgia, usa	59.0
23023	121170	arlington, virginia, usa	30.0
23024	125177	saginaw, michigan, usa	29.0
23025	125692	elmira, new york, usa	28.0
23026	126492	westmont, illinois, usa	31.0
23027	130828	edmonton, alberta, canada	
23028	131202	salem, massachusetts, usa	22.0
23029	132981	chicago, ,	35.0
23030	135045	spring, texas, usa	29.0
23031	139387	hamilton, ontario, canada	30.0
23032	142449	helena, montana, usa	
23033	142861	los angeles, california, usa	
23034	144499	portland, oregon, usa	
23035	146348	tigard, oregon, usa	
23036	147680	cary, ,	76.0
23037	147847	greenville, illinois, usa	
23038	147965	lake wales, florida, usa	
23039	148744	campbellsport, wisconsin, usa	67.0
23040	151208	wood river, illinois, usa	30.0
23041	151421	brantford, ontario, canada	51.0
23042	154269	portland, ,	
23043	155014	las cruces, new mexico, usa	
23044	158043	pasadena, california, usa	
23045	158295	cleveland, ohio, usa	
23046	159033	taneytown, maryland, usa	46.0
23047	159455	salmiya, medan hawalli, kuwait	
23048	159809	newington, connecticut, usa	53.0
23049	161275	burlingame, california, usa	20.0
23050	168388	victoria, ,	
23051	173109	rock springs, wyoming, usa	
23052	175003	round rock, texas, usa	33.0
23053	176857	hillsboro, oregon, usa	
23054	176902	o`fallon, missouri, usa	25.0
23055	178667	freehold, new jersey, usa	34.0
23056	179030	hauppauge, new york, usa	40.0
23057	179797	lino lakes, minnesota, usa	43.0
23058	180320	windsor locks, connecticut, usa	33.0
23059	184299	omaha, nebraska, usa	31.0
23060	184918	fredericton, new brunswick, canada	35.0
23061	189080	hoxie, arkansas, usa	28.0
23062	199041	pleasanton, california, usa	
23063	199772	vista, california, usa	
23064	204864	simi valley, california, usa	47.0
23065	212797	cedar rapids, iowa, usa	39.0
23066	213684	madison, connecticut, usa	
23067	214865	tioga, pennsylvania, usa	
23068	215613	sylvan lake, alberta, canada	19.0
23069	219546	new albany, indiana, usa	25.0
23070	219683	santa ana, california, usa	32.0
23071	221701	minot, maine, usa	48.0
23072	222677	corvallis, oregon, usa	49.0
23073	224249	moline, illinois, usa	
23074	224764	rockaway, new jersey, usa	116.0
23075	225810	el cajon, california, usa	56.0
23076	225989	palmdale, california, usa	27.0
23077	226556	alabaster, ,	58.0
23078	227447	kelseyville, california, usa	38.0
23079	230459	orlando, florida, usa	39.0
23080	230496	simi valley, california, usa	34.0
23081	232820	kingsport, tennessee, usa	25.0
23082	233711	mackay, queensland, australia	36.0
23083	236913	toronto, ontario, canada	28.0
23084	242278	redondo beach, california, usa	48.0
23085	242361	greencastle, pennsylvania, usa	
23086	247201	derby, western australia, australia	
23087	251050	mount pleasant, south carolina, usa	25.0
23088	251613	sonoma, california, usa	34.0
23089	252505	waco, texas, usa	
23090	254625	clifton park, new york, usa	43.0
23091	254941	bremerton, washington, usa	
23092	256402	huntsville, alabama, usa	34.0
23093	257255	barrie, ,	
23094	258443	belleville, illinois, usa	28.0
23095	258943	big rapids, michigan, usa	
23096	259264	molalla, ,	45.0
23097	263325	fredericton, new brunswick, canada	27.0
23098	264317	portela de sacavém, loures, portugal	25.0
23099	264600	toronto, ontario, canada	
23100	264938	lexington, kentucky, usa	0.0
23101	265115	vista, california, usa	
23102	265313	morrisville, north carolina, usa	33.0
23103	269719	jacksonville, north carolina, usa	33.0
23104	270069	hornell, new york, usa	
23105	270723	houston, texas, usa	54.0
23106	270820	west bend, wisconsin, usa	52.0
23107	271284	alexandria, virginia, usa	50.0
23108	273979	bloomsburg, pennsylvania, usa	20.0
23109	1660	fort worth, texas, usa	
23110	3363	knoxville, tennessee, usa	29.0
23111	7158	omaha, nebraska, usa	30.0
23112	12982	getxo, vizcaya, spain	41.0
23113	14521	providence, rhode island, usa	
23114	18702	knoxville, tennessee, usa	24.0
23115	44647	lake george, minnesota, usa	54.0
23116	59172	owen sound, ontario, canada	36.0
23117	81274	london, england, united kingdom	28.0
23118	107453	chunchula, alabama, usa	18.0
23119	113817	melbourne, victoria, australia	25.0
23120	154443	kingsland, georgia, usa	31.0
23121	159834	las vegas, nevada, usa	19.0
23122	167587	anaheim hills, ,	22.0
23123	168064	fredericton, new brunswick, canada	
23124	241980	ashburn, virginia, usa	35.0
23125	267033	tucson, arizona, usa	
23126	277639	forsyth, montana, usa	48.0
23127	1660	fort worth, texas, usa	
23128	2090	dudley, massachusetts, usa	28.0
23129	11676	n/a, n/a, n/a	
23130	19522	candler, north carolina, usa	54.0
23131	23870	keystone heights, florida, usa	
23132	30273	naples, florida, usa	25.0
23133	30276	wildwood, new jersey, usa	49.0
23134	31343	mesa, arizona, usa	75.0
23135	33974	barnhart, missouri, usa	24.0
23136	34377	kelowna, british columbia, canada	54.0
23137	35857	mentor, ohio, usa	36.0
23138	35931	panama city, florida, usa	39.0
23139	35958	guadalajara, jalisco,	
23140	37208	mesa, arizona, usa	30.0
23141	38034	ocala, florida, usa	26.0
23142	40698	tebbetts, missouri, usa	
23143	40889	brainerd, minnesota, usa	37.0
23144	43246	toronto, ontario, canada	36.0
23145	48743	freeport, ,	
23146	51197	franklin, new jersey, usa	
23147	51450	lawrenceville, georgia, usa	54.0
23148	52584	livermore, california, usa	45.0
23149	52614	toccoa, ga., usa	33.0
23150	52667	hopkinton, massachusetts, usa	
23151	52853	yuba city, california, usa	61.0
23152	55006	calgary, alberta, canada	34.0
23153	58612	douglasville, georgia, usa	54.0
23154	61896	arroyo grande, california, usa	
23155	63938	northwest, iowa, usa	
23156	66385	round rock, texas, usa	
23157	67840	houston, texas, usa	50.0
23158	69697	west sacramento, california, usa	24.0
23159	81492	san antonio, texas, usa	28.0
23160	83287	tulsa, oklahoma, usa	45.0
23161	84191	fulton, missouri,	
23162	84733	keystone heights, florida, usa	
23163	91266	corbin, kentucky,	
23164	109963	madison, wisconsin, usa	
23165	120908	boston, massachusetts, usa	27.0
23166	126196	wilmington, delaware, usa	36.0
23167	126736	fulton, missouri, usa	38.0
23168	128208	san antonio, texas, usa	34.0
23169	129187	north hollywood, california, usa	
23170	129358	highland, california, usa	36.0
23171	130426	walla walla, washington, usa	
23172	134761	waco, texas, usa	26.0
23173	135149	ft. pierce, florida, usa	
23174	139380	new york, new york, usa	
23175	144315	tempe, arizona, usa	
23176	144486	jacksonville, florida, usa	38.0
23177	144531	pleasanton, california, usa	37.0
23178	147413	hopkinton, massachusetts, usa	
23179	153662	ft. stewart, georgia, usa	44.0
23180	156467	waltham, massachusetts, usa	38.0
23181	167800	olive branch, mississippi, usa	57.0
23182	168245	delisle, saskatchewan, canada	37.0
23183	171638	trout creek, montana, usa	50.0
23184	172493	sarasota, florida, usa	
23185	175003	round rock, texas, usa	33.0
23186	177090	ashland, missouri, usa	37.0
23187	177690	nottingham, maryland, usa	27.0
23188	184424	dayton, ohio, usa	44.0
23189	190309	butler, missouri, usa	
23190	190925	hobe sound, florida, usa	51.0
23191	191523	madison, indiana, usa	41.0
23192	195049	florence, new jersey, usa	41.0
23193	205487	waltham, massachusetts, usa	36.0
23194	205735	mosinee, wisconsin, usa	26.0
23195	207259	florence, oregon, usa	38.0
23196	208147	federal way, washington, usa	41.0
23197	223438	randolph, massachusetts, usa	31.0
23198	228108	navarre, florida, usa	
23199	228998	lincoln, nebraska, usa	41.0
23200	236480	houston, texas, usa	34.0
23201	238008	edmond, oklahoma, usa	36.0
23202	242849	baltimore, maryland, usa	33.0
23203	246437	killeen, texas, usa	37.0
23204	246655	mooresville, north carolina, usa	
23205	252843	ogden, utah, usa	
23206	253563	big rapids, michigan, usa	33.0
23207	259380	blue springs, missouri, usa	
23208	261829	fpo, ap, usa	32.0
23209	269566	seattle, washington, usa	9.0
23210	273086	chicago, illinois, usa	33.0
23211	277427	gilbert, arizona, usa	48.0
23212	1661	marcellus, new york, usa	60.0
23213	2152	grosse pointe, michigan, usa	1.0
23214	4845	surrey, ,	
23215	7346	sunnyvale, california, usa	49.0
23216	10314	beaverton, oregon, usa	
23217	11676	n/a, n/a, n/a	
23218	15602	cherry hill, new jersey, usa	21.0
23219	16749	payson, arizona, usa	64.0
23220	18250	york, pennsylvania, usa	31.0
23221	21011	san francisco, california, usa	44.0
23222	23297	valley stream, new york, usa	56.0
23223	25409	la mesa, california, usa	31.0
23224	25966	key west, florida, usa	
23225	30533	charleston, south carolina, usa	
23226	30630	auburn, california, usa	49.0
23227	32148	edmonton, alberta, canada	
23228	35859	duluth, minnesota, usa	
23229	36609	zachary, louisiana, usa	32.0
23230	37538	kuala lumpur, n/a, malaysia	
23231	39281	morris plains, new jersey, usa	45.0
23232	41086	san jose, california, usa	42.0
23233	43038	dallas, texas, usa	55.0
23234	44172	rancho mirage, california, usa	65.0
23235	46909	howell, new jersey, usa	31.0
23236	50504	new freedom, ,	
23237	53458	fairfield, ,	54.0
23238	59064	keosauqua, iowa, usa	53.0
23239	59430	akron, ohio, usa	48.0
23240	64440	atlanta, georgia, usa	34.0
23241	75591	charleston, west virginia, usa	33.0
23242	77809	atlantic highlands, new jersey, usa	29.0
23243	77860	charleston, south carolina, usa	33.0
23244	78341	new orleans, louisiana, usa	27.0
23245	83252	berkeley, california, usa	
23246	84178	ypsilanti, michigan, usa	44.0
23247	85757	pawtucket, rhode island, usa	40.0
23248	86202	sydney, new south wales, australia	26.0
23249	90259	oak creek, colorado, usa	
23250	91113	chicago, illinois, usa	26.0
23251	95359	charleston, west virginia, usa	33.0
23252	99630	framingham, massachusetts, usa	24.0
23253	107960	indian rocks beach, florida, usa	63.0
23254	108005	greenfield, wisconsin, usa	29.0
23255	109864	lafayette, colorado, usa	
23256	110973	wiley ford, west virginia, usa	43.0
23257	111637	tiburon, california, usa	53.0
23258	113270	evanston, illinois, usa	25.0
23259	115328	butler, pennsylvania, usa	52.0
23260	115490	dekalb, illinois, usa	
23261	116209	north platte, nebraska, usa	
23262	122801	elm grove, wisconsin, usa	38.0
23263	125031	alburquerque, ,	
23264	125878	foxboro, massachusetts, usa	
23265	129655	seoul, n/a, south korea	26.0
23266	133571	olney, maryland, usa	39.0
23267	135458	ottawa, ontario, canada	24.0
23268	136139	fair oaks, california, usa	
23269	138954	north platte, nebraska, usa	
23270	139359	fort myers, florida, usa	36.0
23271	140947	elburn, illinois, usa	46.0
23272	141710	omaha, nebraska, usa	
23273	142590	charleston, west virginia, usa	66.0
23274	147839	mokena, illinois, usa	47.0
23275	148744	campbellsport, wisconsin, usa	67.0
23276	153662	ft. stewart, georgia, usa	44.0
23277	156150	howell, new jersey, usa	36.0
23278	156510	surrey, british columbia, canada	50.0
23279	158254	asheville, north carolina, usa	28.0
23280	160571	limoges, n/a, france	
23281	162376	lynn, massachusetts, usa	23.0
23282	163016	new orleans, louisiana, usa	49.0
23283	163228	federal way, washington, usa	57.0
23284	167812	vancouver, washington, usa	38.0
23285	167925	madrid, madrid, spain	26.0
23286	168954	manhattan, kansas, usa	29.0
23287	178667	freehold, new jersey, usa	34.0
23288	181687	austin, texas, usa	29.0
23289	182993	carneys point, new jersey, usa	40.0
23290	188929	corvallis, oregon, usa	
23291	190521	bountiful, utah, usa	41.0
23292	194463	lancaster, ,	52.0
23293	196047	macomb, michigan, usa	55.0
23294	198046	milwaukee, wisconsin, usa	51.0
23295	202354	ridgewood, new jersey, usa	53.0
23296	207782	midland, texas, usa	28.0
23297	208751	lafayette, california, usa	55.0
23298	209756	sacramento, california, usa	36.0
23299	210587	harper woods, michigan, usa	
23300	211430	toronto, ontario, canada	28.0
23301	212486	los angeles, california,	
23302	213126	spring, texas, usa	
23303	213141	portland, oregon, usa	34.0
23304	215797	mentor, ohio, usa	44.0
23305	217121	frodsham, england, united kingdom	43.0
23306	217147	slidell, louisiana, usa	63.0
23307	224349	columbia, maryland, usa	23.0
23308	227447	kelseyville, california, usa	38.0
23309	228726	virginia beach, virginia, usa	33.0
23310	230133	austin, ,	33.0
23311	230956	minnetonka, minnesota, usa	63.0
23312	232131	oakland, california, usa	
23313	233374	ardmore, pennsylvania, usa	30.0
23314	234359	morro bay, california, usa	35.0
23315	234623	scarborough, maine, usa	
23316	235392	st. louis, missouri, usa	27.0
23317	236886	mahtomedi, minnesota, usa	44.0
23318	238120	louisville, kentucky, usa	25.0
23319	238607	pineville, north carolina, usa	24.0
23320	238781	yucca valley, california, usa	51.0
23321	244359	worcester, massachusetts, usa	17.0
23322	251844	lisboa, lisboa, portugal	30.0
23323	252806	elkridge, maryland, usa	37.0
23324	256843	isle of palms, south carolina, usa	40.0
23325	258938	los angeles, california, usa	27.0
23326	260678	hooksett, new hampshire, usa	39.0
23327	263344	espoo, uusimaa, finland	17.0
23328	268030	christchurch, canterbury, new zealand	
23329	270006	jamaica, new york, usa	35.0
23330	270715	basye, virginia, usa	40.0
23331	270906	lindsey, ohio, usa	32.0
23332	273307	san francisco, california, usa	
23333	273979	bloomsburg, pennsylvania, usa	20.0
23334	276680	hopewell junction, new york, usa	55.0
23335	1674	minneapolis, minnesota, usa	26.0
